question_id,question,old_expected_documents,rank,candidate_document,candidate_chunk_id,score,candidate_text,verified,verification_notes
Q020,What types of behaviour can be treated as plagiarism or collusion?,Academic misconduct policy,2,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p35_c1,0.5264265537261963,"Where, prior to a resit period, students Students who embrace academic integrity Collusion Acceptable proof-reading practice would consider that their first (or second) attempt understand that they must produce their Collusion occurs when, unless with include the identification of typographical, at an assessment was affected by PECs own work, acknowledging explicitly any official approval (e.g. in the case of grammatical or spelling errors, formatting and that there were valid reasons why material that has been included from other group projects), two or more students or citation errors or inconsistencies, they could not have submitted a PEC claim sources or legitimate collaboration, and consciously collaborate in the preparation repetition or duplication of text, ambiguous before the Boar",,
Q020,What types of behaviour can be treated as plagiarism or collusion?,Academic misconduct policy,3,Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct2.pdf_p11_c1,0.5160949230194092,"Student Conduct, Complaints and Compliance F Vexatiously alleging the commission of a disciplinary act or Category 3 providing vexatious fraudulent or dishonest information during a disciplinary investigation G Impersonation of another member of the University or Category 2 or 3 intentional misrepresentation of status or identity h Bribery or attempted bribery including but not limited to Category 3 offering or giving money, gifts or any other advantage to any student or employee of the University, honorary staff, recognised teacher, or any visitor to the University with the intention of inducing that person to perform his/her role improperly or of rewarding that person for performing his/her role improperly. It is recommended that where breaches regarding fraud are brought, the usual cate",,
Q021,What steps should a student follow to submit an academic appeal?,Appeals policy,1,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p25_c4,0.7133336067199707,"will remain in force until the outcome of the appeal. This means that any registration or immigration implications for the student will still apply during the appeal process. 18.3 The written appeal, which should be submitted electronically, must include the following: • The student’s name and ID number. • The date of the hearing of the University Disciplinary Panel. • The date on which the student received the outcome letter. • A clear statement of the grounds on which the student is making the appeal (see section 19 below), and all supporting evidence must be APPENDIX A – STUDENT CONDUCT POLICY PROCEDURES",,
Q021,What steps should a student follow to submit an academic appeal?,Appeals policy,2,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p8_c1,0.6573858261108398,"Student Conduct, Complaints and Compliance • Action taken by an academic Head of Department, School or Institute to be submitted to the relevant Executive Pro-Vice-Chancellor, who may nominate another academic Head to act on their behalf; • Action taken by a Head or Director of Service to be submitted to the Director of Student Experience and Enhancement, who may nominate another person who has had no previous dealing with the case, to act on their behalf. 4.3 The appeal will be considered by the designated person as listed in 4.2 above and they will determine one of the following: • That the student’s appeal is eligible for consideration and an alternative outcome should be made in terms of the finding of the alleged breach and/or the sanction imposed; • That the student’s appeal is not j",,
Q021,What steps should a student follow to submit an academic appeal?,Appeals policy,3,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p42_c1,0.6546087265014648,"Students who wish to appeal against The University recognises and is fully Formal Complaint Review the decision of the Board of Examiners committed to meeting its responsibilities If a student is dissatisfied with the response If a student is dissatisfied with the outcome to terminate their studies (other than for to secure and promote academic freedom they receive from Early Resolution, or if they of a Formal Complaint (including those breaches of the Academic Integrity Policy) and free speech, within the law. The feel unable to approach a person directly students at partner institutions), they shall or to deem them withdrawn prior to the University’s Code of Practice Regarding against whom they have a complaint, or be entitled to request a Review of the normal expected date of completion",,
Q022,What grounds are normally accepted for an academic appeal?,Appeals policy,1,University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p4_c5",0.6413290500640869,"grounds for an appeal against the decision on an academic integrity claim (and bringing this in line with changes to the Academic Integrity Policy), and the grounds for appeal regarding assessments, marks, and awards. These are not policy or process changes, just a diﬀerent presentaƟon and format.",,
Q022,What grounds are normally accepted for an academic appeal?,Appeals policy,2,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p37_c10,0.6205539703369141,"hysician. At the end An assessment appeal is a challenge programmes in the Faculty of Health of the formal investigation, the Investigating Where a student submits an appeal, they to, or a request for reconsideration (on and Life Sciences with professional/ Officer may conclude: will not be permitted to attend graduation specified grounds) of a decision made by statutory body regulation that necessitates (i) That there is no case to be taken the University on student assessments and or graduate until either the appeal is Fitness to Practise processes or on a forward, in which case the student will be awards. concluded or withdrawn. informed that no further action will be taken Your University – Handbook for Postgraduate Students70 / /71",,
Q022,What grounds are normally accepted for an academic appeal?,Appeals policy,3,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p41_c10,0.6139723062515259,"e governed by these processes. forward, in which case the student will be Administration - University of Liverpool. Where a student submits an appeal, they informed that no further action will be taken An assessment appeal is a challenge will not be permitted to attend graduation to, or a request for reconsideration (on or graduate until either the appeal is specified grounds) of a decision made concluded or withdrawn. by the University on student assessments and awards. Your University – Handbook for Undergraduate Students78 / /79",,
Q027,I used a few sentences from a website without clearly saying where they came from. Which rules apply to this?,Academic misconduct policy,1,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p35_c7,0.3147098124027252,"plies to the standards by students, including, for example, written occurs when a student submits, as their create content in any form (including but by which the academic community work, diagrams, designs, charts, musical own work, assessment tasks (or parts not limited to text, graphs, data, code, operates. It represents the values of compositions, computer programmes thereof) that have been intentionally images, audio and video) automatically honesty, fairness and respect for others. and pictures. procured from third parties. The definition based on the prompt of the user. includes the practice of requesting another While this encompasses the expectation Poor academic practice party to prepare all or part of a course Dishonest Use of Data that you will not cheat in assessments Poor acad",,
Q027,I used a few sentences from a website without clearly saying where they came from. Which rules apply to this?,Academic misconduct policy,2,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p35_c10,0.3132464587688446,"(including content. Fabrication of Data – occurs when a the inadequate referencing of content student creates and presents an extensive generated by Artificial Intelligence amount or significant piece of data in software when use is permitted). order to conceal a lack of legitimate data, Plagiarism occurs when a student or wholly fabricates a set of data in the misrepresents the work or ideas of any absence of legitimate data. other person (including another student) or of any institution, as his/her own work. Your University – Handbook for Undergraduate Students66 / /67",,
Q027,I used a few sentences from a website without clearly saying where they came from. Which rules apply to this?,Academic misconduct policy,3,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p36_c3,0.3072461187839508,"the verbatim (word for word) copying of new materials. This rule also applies to status classification. Instalment payments facility to request secure, verified and another’s work without appropriate and those resitting a year of study must be received by the advised instalment digitally signed documents such as correctly presented acknowledgement There are four academic integrity due date. transcripts and official student status and citation of the source; categories. Category 1 is distinct from confirmations. the close paraphrasing of another’s work Categories 2-4. Category 1 is determined This information can be viewed at by simply changing a few words, altering by the academic judgement of the marker/ www.liverpool.ac.uk/feespayment After 2 February 2026 (or after 2 June the order of p",,
Q028,I think my marker was unfair and I do not agree with the grade. Can I challenge it?,Appeals policy,1,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p27_c8,0.5329510569572449,"t you should submission and given clear guidance as previously. Should the student selection of pieces of work from an seek advice from your Department or to the level of supervision you could expect. subsequently wish to use the credit from assessment task by an individual to verify School/Institute. such a module towards an award they – or otherwise – the level and consistency must pass the re-taken module at the of the marks allocated by the marker(s), first attempt and the marks will be particularly at the borderlines. capped at 50% for the purposes of calculating the overall average mark Moderation of the marking of the internal and determining classification, unless examiner(s) must be undertaken in there are approved extenuating particular circumstances and according to circumstance",,
Q028,I think my marker was unfair and I do not agree with the grade. Can I challenge it?,Appeals policy,2,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p15_c6,0.5115261077880859,"ill advise on what work must be completed in order that the final mark can be awarded. Where an assessment or assessments have been missed by a student which total no more than 20% of a module’s mark and the assessment concerned is not the final assessment for the module, it is open to the examiner to excuse the student from the assessment without the involvement of the Extenuating Circumstances Committee provided that it is possible for the student to demonstrate the achievement of the learning outcomes of the module through the",,
Q028,I think my marker was unfair and I do not agree with the grade. Can I challenge it?,Appeals policy,3,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p14_c4,0.4940073788166046,"ommittee will recommend that you be offered the option of accepting the appropriate award. Due account will be taken of the extenuating circumstances in determining whether the award should be at pass, merit or distinction level. Alternatively, you may be offered the option of being re-assessed in the affected assessments with the possibility of improving the mark (see section 7 below). b) Award criteria has NOT been met If you have failed any of the assessments such that you have not met the criteria for the award, the Extenuating Circumstances Committee will recommend that you be allowed to be reassessed in the failed assessments as ‘first attempts’ (see section 7 below). In exceptional circumstances, the Extenuating Circumstances Committee may also recommend that an award be made notwit",,
Q035,Could I face University disciplinary action for threatening or seriously disruptive behaviour?,Student conduct policy,1,Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct2.pdf_p12_c1,0.6763249635696411,"Student Conduct, Complaints and Compliance J Behaviour which has caused serious damage, or could Category 2 or 3 have caused serious damage, to the University’s relationships with the local community or other bodies or organisations *The University takes a case-by-case approach, but in cases of lawful, peaceful protest it would not normally take disciplinary action against students.",,
Q035,Could I face University disciplinary action for threatening or seriously disruptive behaviour?,Student conduct policy,2,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p36_c2,0.6561620235443115,"d the 3. University Disciplinary Action – The full Student Conduct Policy can be requirement in the event of non-accidental facts of the matter are not disputed, the Full Hearing found at Conduct and discipline - Student or wilful damage to property, that the student may be given the option for the 3a. University Disciplinary Action – Administration - University of Liverpool. damage by made good up to a total value matter to be dealt with via Chair’s Action. Chair’s Action. of £1500, withdrawal of access to specific Students who do not admit an allegation Information on how to report concerns Informal resolution University services or facilities for a period or where the allegation is deemed more about another student’s conduct can be not exceeding one month, a requirement serious (for exa",,
Q035,Could I face University disciplinary action for threatening or seriously disruptive behaviour?,Student conduct policy,3,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p36_c5,0.6542881727218628,"n under Local Disciplinary be made where it is in the best interests of to act under Informal Resolution action, Action. Whilst a registered student at the University the students to do so. such as within Halls of Residence the Hall you are required to declare to the University Wardens/Managers and within Schools University Disciplinary Possible sanctions that can be issued as a if you are subject to a police investigation the Dean and Head of Operations, can Procedures result of Chair’s Action will be contained to or if you are arrested, convicted, issue a written warning and guidance. Should the nature of the alleged misconduct those in section 1.4 (Category 1 sanctions) cautioned, reprimanded or charged with There is no right of appeal against be such that it is deemed too serious to be",,
Q036,"I failed an assessment. Where can I find the rules about reassessment, progression or another attempt?",Assessment policy | Academic regulations,1,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p13_c4,0.6933393478393555,"it. The usual rules with regard to marks achieved in re-assessments will apply (unless the reassessments are being regarded as ‘first attempts’ on account of extenuating circumstances). When an assessment is re-sat/re-taken as a ‘first attempt’ all the options available in relation to first attempts will be available to the Extenuating Circumstances Committee and the Board of Examiners i.e. your examination/assessment will be treated as if you had never previously taken the exam or attempted the assessment. Where the failed credit is ‘carried’ into the next year of study and then re-assessed, the Board of Examiners will not take into account the original claim of extenuating circumstances when considering progression or final degree classification. 5.3 Undergraduate programmes, final year",,
Q036,"I failed an assessment. Where can I find the rules about reassessment, progression or another attempt?",Assessment policy | Academic regulations,2,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p13_c1,0.650043249130249,"CODE OF PRACTICE ON ASSESSMENT – APPENDIX M ANNEXE 1 Policy on Extenuating Circumstances - Guidelines for Staff and Students Up to January 2026 for all online programmes delivered in partnership with Kaplan Higher Education b) Assessment marks that contribute to your final degree classification If, in any year of study in which the marks contribute to the final degree classification (except the final year), you have failed or missed an individual examination or assessment but have passed the module as a whole or the mark(s) achieved in one or more of your assessment(s) was/were affected by the extenuating circumstances, the Board of Examiners may permit you to: either: be re-assessed in the relevant examination(s)/assessment(s) with the possibility of improving the mark (see section 7 belo",,
Q036,"I failed an assessment. Where can I find the rules about reassessment, progression or another attempt?",Assessment policy | Academic regulations,3,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p15_c1,0.6494888663291931,"CODE OF PRACTICE ON ASSESSMENT – APPENDIX M ANNEXE 1 Policy on Extenuating Circumstances - Guidelines for Staff and Students Up to January 2026 for all online programmes delivered in partnership with Kaplan Higher Education or: re-taking the assessment while also pursuing your next year of study (see 5.2c above for the rules on the ‘carrying’ of failed credit). If your performance in an assessment for which no re-sit opportunity is available is judged to have been affected by extenuating circumstances but you have passed the module, the Extenuating Circumstances Committee will consider the impact of the affected mark on your overall results at the end of the final year and will make an appropriate recommendation to the Board of Examiners as to the classification of degree you should be awa",,
Q037,What is the difference between making a complaint and submitting an academic appeal?,Student Complaints Policy and Procedure | Appeals policy,1,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p42_c1,0.6447410583496094,"Students who wish to appeal against The University recognises and is fully Formal Complaint Review the decision of the Board of Examiners committed to meeting its responsibilities If a student is dissatisfied with the response If a student is dissatisfied with the outcome to terminate their studies (other than for to secure and promote academic freedom they receive from Early Resolution, or if they of a Formal Complaint (including those breaches of the Academic Integrity Policy) and free speech, within the law. The feel unable to approach a person directly students at partner institutions), they shall or to deem them withdrawn prior to the University’s Code of Practice Regarding against whom they have a complaint, or be entitled to request a Review of the normal expected date of completion",,
Q037,What is the difference between making a complaint and submitting an academic appeal?,Student Complaints Policy and Procedure | Appeals policy,2,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p38_c1,0.6447410583496094,"Students who wish to appeal against The University recognises and is fully Formal Complaint Review the decision of the Board of Examiners committed to meeting its responsibilities If a student is dissatisfied with the response If a student is dissatisfied with the outcome to terminate their studies (other than for to secure and promote academic freedom they receive from Early Resolution, or if they of a Formal Complaint (including those breaches of the Academic Integrity Policy) and free speech, within the law. The feel unable to approach a person directly students at partner institutions), they shall or to deem them withdrawn prior to the University’s Code of Practice Regarding against whom they have a complaint, or be entitled to request a Review of the normal expected date of completion",,
Q037,What is the difference between making a complaint and submitting an academic appeal?,Student Complaints Policy and Procedure | Appeals policy,3,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p26_c1,0.6447221040725708,"Student Conduct, Complaints and Compliance submitted with the appeal. 18.4 Late submission of supporting evidence may not be accepted unless the student demonstrates that there was good reason that the evidence could not be provided in time. 19 University Disciplinary – Grounds for Appeal 19.1 Responding and reporting students shall have a right of appeal against the finding of a University Disciplinary Panel and/or a sanction imposed by them. 19.2 Where the responding student has admitted an allegation, they may only appeal against the sanction. 19.3 Where the responding or reporting student submits an appeal against the finding of the University Disciplinary Panel the grounds on which such an appeal may be submitted are as follows: a) That the procedures were not followed properly. b) Th",,
Q038,How is an extenuating-circumstances claim different from an academic appeal made after a decision?,University of Liverpool Extenuating Circumstances Policy | Appeals policy,1,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p17_c3,0.7257977724075317,"spectively without valid reason, this may be regarded as a fitness to practise matter by the relevant clinical school. 10. APPEALS You have the right to appeal through the Assessment Appeals Procedures (Code of Practice on Assessment, Appendix F) against a decision of an Extenuating Circumstances Committee and/or a Board of Examiners in relation to a submitted extenuating circumstances claim but only on the following grounds: that extenuating circumstances were divulged but: i. there was a procedural error in the decision taken by an Extenuating Circumstances Committee or Board of Examiners when considering the circumstances; or ii. the student is presenting new or additional material evidence, which, for valid reason, they were unable to provide at the time of submitting the extenuating c",,
Q038,How is an extenuating-circumstances claim different from an academic appeal made after a decision?,University of Liverpool Extenuating Circumstances Policy | Appeals policy,2,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p12_c3,0.6452221870422363,". If the Extenuating Circumstances Committee decides that your claim of extenuating circumstances is not valid, it will reject it and not make any recommendation to the Board of Examiners. It is therefore important that the Extenuating Circumstances Committee has access to full, frank and fully documented evidence to support your claim. 5. IF MY CASE IS ACCEPTED, WHAT ARE MY OPTIONS? 5.1 After the Board of Examiners You will be informed of the outcome of your claim after the meeting of the Board of Examiners. If it is found that extenuating circumstances have affected a student’s performance, the Extenuating Circumstances Committee and the Board of Examiners can make recommendations/awards respectively on degree classifications (e.g. First, 2:1 etc.). However, the Committee and the Board c",,
Q038,How is an extenuating-circumstances claim different from an academic appeal made after a decision?,University of Liverpool Extenuating Circumstances Policy | Appeals policy,3,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p17_c2,0.6413166522979736,"you were not fit-to-sit. The Extenuating Circumstances Committee will only consider the claim if it considers that there were valid reasons why you would not have been capable of recognising this at the relevant time. Where a claim is considered, the Extenuating Circumstances Committee may recommend that you are referred to fitness to practise procedures if the claim suggests that you are not fit to proceed with studies at the point of submission of the claim or that you require additional support or reasonable adjustments to be able to continue towards a professional qualification. Where it is determined that a claim has been submitted retrospectively without valid reason, this may be regarded as a fitness to practise matter by the relevant clinical school. 10. APPEALS You have the right",,
Q042,How does an academic-misconduct case differ from a broader student-conduct case?,Academic misconduct policy | Student conduct policy,1,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p11_c1,0.7174913883209229,"Student Conduct, Complaints and Compliance Student Conduct Team must decide if the allegation can be dealt with under the University Disciplinary Procedure by referring to the Student Conduct Policy, section 8.3 which illustrates examples of what types of misconduct would be considered at this level. They can also refer to Appendix B – Student Conduct Breaches and Sanctions which sets out a non-exhaustive list of breaches and what category they fall into. Further advice can be sought from the Student Conduct Team if required. 6.3 For serious allegations of misconduct or where there is on-going police involvement, the matter should be referred to the Student Conduct Team who will decide in conjunction with the Head of Student Conduct, Complaints and Compliance, or their nominee, if a Risk A",,
Q042,How does an academic-misconduct case differ from a broader student-conduct case?,Academic misconduct policy | Student conduct policy,2,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p36_c1,0.6968661546707153,"The University has three stages for Their authority under local disciplinary In certain cases, the Student Conduct The Student Conduct Policy sets out managing alleged student misconduct: action enables them to issue sanctions Manager (or nominee) may determine the right of appeal by students against 1. Informal Resolution which include a formal written warning that the misconduct is suitable to be dealt decisions taken under University or a final written warning for a repeated with via Chair’s Action. In cases where the Disciplinary Procedures. 2. Local Disciplinary Action breach, a fine not exceeding £200, a student admits the misconduct and the 3. University Disciplinary Action – The full Student Conduct Policy can be requirement in the event of non-accidental facts of the matter are no",,
Q042,How does an academic-misconduct case differ from a broader student-conduct case?,Academic misconduct policy | Student conduct policy,3,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p36_c8,0.6792751550674438,"of contribute to the case and Local Disciplinary Action is generally used it may impose a fine or other appropriate section 13 of the Section 13 of the Student the collection of evidence by the University’s for misconduct breaches that are generally sanction including requiring a student Conduct Policy. Investigating Officer. The Investigating contained incidents and/or persistent to attend a workshop or course, it may Officer will submit a report to the Student Students should declare any Police minor incidents of misconduct. suspend a student from the University for a Conduct Manger (or nominee), and they investigation, arrest or conviction as specified period, or it may expel a student Designated staff have the authority to will decide whether there is sufficient outlined above by compl",,
Q043,"Which rules govern a failed assessment, and how do those rules relate to programme progression?",Assessment policy | Academic regulations,1,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p13_c4,0.6885303854942322,"it. The usual rules with regard to marks achieved in re-assessments will apply (unless the reassessments are being regarded as ‘first attempts’ on account of extenuating circumstances). When an assessment is re-sat/re-taken as a ‘first attempt’ all the options available in relation to first attempts will be available to the Extenuating Circumstances Committee and the Board of Examiners i.e. your examination/assessment will be treated as if you had never previously taken the exam or attempted the assessment. Where the failed credit is ‘carried’ into the next year of study and then re-assessed, the Board of Examiners will not take into account the original claim of extenuating circumstances when considering progression or final degree classification. 5.3 Undergraduate programmes, final year",,
Q043,"Which rules govern a failed assessment, and how do those rules relate to programme progression?",Assessment policy | Academic regulations,2,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p13_c1,0.6719000339508057,"CODE OF PRACTICE ON ASSESSMENT – APPENDIX M ANNEXE 1 Policy on Extenuating Circumstances - Guidelines for Staff and Students Up to January 2026 for all online programmes delivered in partnership with Kaplan Higher Education b) Assessment marks that contribute to your final degree classification If, in any year of study in which the marks contribute to the final degree classification (except the final year), you have failed or missed an individual examination or assessment but have passed the module as a whole or the mark(s) achieved in one or more of your assessment(s) was/were affected by the extenuating circumstances, the Board of Examiners may permit you to: either: be re-assessed in the relevant examination(s)/assessment(s) with the possibility of improving the mark (see section 7 belo",,
Q043,"Which rules govern a failed assessment, and how do those rules relate to programme progression?",Assessment policy | Academic regulations,3,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p26_c5,0.6533907651901245,"r normal circumstances, students the pass mark in all components of a appropriate four-year Integrated relevant programme specification; and in study Years 0, One and Two or levels module or whether failure in a component Master’s degree, in which case the year of study 4 and 5 who fail assessments/ can be compensated when the overall ii. Obtain a mark in assessed work of 55% in industry or abroad will not be counted examinations at the first attempt and who mark is a pass for the module. These details at the first attempt. towards the final degree classification; or fail to meet the criteria for progression, will should be available to you in module or To transfer into Year Four of an Students who do not achieve an overall be given an opportunity for re- assessment programme handbooks. ap",,
Q044,"Can unpaid tuition fees affect a student's registration, progression or completion of study, and which rules explain this?",University of Liverpool Payment Policy 2026-27 | Academic regulations,1,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p1_c1",0.6600364446640015,"PAYMENT POLICY 2026/27: STUDENT PROGRAMME FEES, ACCOMMODATION FEES, FINES AND CHARGES 1. Introduction 1.1 Programme fees are charged for the educational services and facilities provided in the delivery of a programme of study, subject to the Programme Terms and Conditions relevant to the year of entry (‘the student contract’). The fee is an annual, consolidated charge for the provision of tuition, registration, learning resources, infrastructure, examination, assessment and graduation. In some cases, an additional research support1 (bench) fee is charged. All academic fees are subject to annual increase. 1.2 All programmes of study which lead to a University award incur a programme fee. Programme fees are charged for all academic years of study, including failed academic years repeated in",,
