question_id,question,question_type,difficulty,gold_documents,gold_chunk_ids,gold_chunk_count,rewritten_query,rewrite_applied,top_1_chunk_id,top_1_document,top_1_score,top_1_hit,hit_at_3,hit_at_5,precision_at_5,recall_at_5,full_evidence_coverage_at_5,mrr_at_5,retrieval_time_seconds,retrieved_chunk_ids,retrieved_documents,retrieved_pages,original_ranks,rewritten_ranks,metadata_boosts,notes
V2Q001,"A Student Route visa holder spends an intercalated year at another UK university. What evidence must they give Liverpool, and by when?",paraphrased,medium,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p11_c2,1,"A Student Route visa holder spends an intercalated year at another UK university. What evidence must they give Liverpool, and by when?",False,UOL_UKVI_complience.pdf_p11_c2,Policy on UKVI Compliance — Student Route,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.072320899926126,UOL_UKVI_complience.pdf_p11_c2 | UOL_UKVI_complience.pdf_p11_c3 | UOL_UKVI_complience.pdf_p11_c1 | UOL_UKVI_complience.pdf_p10_c3 | UOL_UKVI_complience.pdf_p6_c1,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route,11 | 11 | 11 | 10 | 6,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write the question using wording different from the source while preserving the same meaning.
V2Q012,"All postgraduate award credit must always be at level 7, with no level 6 credit permitted. Is that correct?",adversarial_false_premise,hard,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p23_c2,1,"All postgraduate award credit must always be at level 7, with no level 6 credit permitted. Is that correct?",False,UOL_postgraduate_handbook.pdf_p24_c3,University of Liverpool Postgraduate Handbook,0.016009221311475412,False,False,False,0.0,0.0,False,0.0,0.04119869996793568,UOL_postgraduate_handbook.pdf_p24_c3 | UOL_postgraduate_handbook.pdf_p23_c7 | UOL_postgraduate_handbook.pdf_p23_c8 | UOL_postgraduate_handbook.pdf_p24_c1 | UOL_postgraduate_handbook.pdf_p24_c2,University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook,24 | 23 | 23 | 24 | 24,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Create a plausible but false premise that the evidence allows the system to explicitly reject.
V2Q013,What are examples of serious sanctions that a University Disciplinary Panel may impose?,factual,easy,Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct2.pdf_p4_c1,1,What are examples of serious sanctions that a University Disciplinary Panel may impose?,False,UOL_student_conduct2.pdf_p2_c2,Student Conduct Breaches and Indicative Sanctions — Appendix B,0.015549662487945998,False,False,False,0.0,0.0,False,0.0,0.05770240002311766,UOL_student_conduct2.pdf_p2_c2 | UOL_student_conduct1.pdf_p27_c1 | UOL_student_conduct2.pdf_p5_c1 | UOL_undergraduate_handbook.pdf_p40_c6 | UOL_postgraduate_handbook.pdf_p36_c6,Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Procedures — Appendix A | Student Conduct Breaches and Indicative Sanctions — Appendix B | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,2 | 27 | 5 | 40 | 36,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write a direct factual question answerable from the gold evidence.
V2Q014,Can a full-time student normally claim extenuating circumstances because employment interfered with study or a resit?,factual,easy,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p10_c4,1,Can a full-time student normally claim extenuating circumstances because employment interfered with study or a resit?,False,UOL_extenuating_circumstances_policy.pdf_p10_c4,University of Liverpool Extenuating Circumstances Policy,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.04476259998045862,UOL_extenuating_circumstances_policy.pdf_p10_c4 | UOL_extenuating_circumstances_policy.pdf_p10_c3 | UOL_extenuating_circumstances_policy.pdf_p16_c6 | UOL_extenuating_circumstances_policy.pdf_p16_c5 | UOL_extenuating_circumstances_policy.pdf_p5_c3,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,10 | 10 | 16 | 16 | 5,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write a direct factual question answerable from the gold evidence.
V2Q015,"If a student stops attending without completing the formal withdrawal or suspension process, their registration and fee liability automatically stop. Is that correct?",adversarial_false_premise,hard,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p33_c5,1,"If a student stops attending without completing the formal withdrawal or suspension process, their registration and fee liability automatically stop. Is that correct?",False,UOL_undergraduate_handbook.pdf_p37_c5,University of Liverpool Undergraduate Handbook,0.01626123744050767,False,True,True,0.2,1.0,True,0.5,0.04587769997306168,"UOL_undergraduate_handbook.pdf_p37_c5 | UOL_postgraduate_handbook.pdf_p33_c5 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p4_c4 | UOL_student_conduct2.pdf_p4_c1 | UOL_payment_policy_2026,2027.pdf_p1_c4","University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | Student Attendance Policy — Revised July 2025, Version 1.3 | Student Conduct Breaches and Indicative Sanctions — Appendix B | University of Liverpool Payment Policy 2026-27",37 | 33 | 4 | 4 | 1,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Create a plausible but false premise that the evidence allows the system to explicitly reject.
V2Q016,"Whose attendance requirements take priority if a professional body, sponsor or degree-apprenticeship provider sets stricter requirements than the University's minimum?",factual,easy,"Student Attendance Policy — Revised July 2025, Version 1.3","UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p2_c3",1,"Whose attendance requirements take priority if a professional body, sponsor or degree-apprenticeship provider sets stricter requirements than the University's minimum?",False,"UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p2_c3","Student Attendance Policy — Revised July 2025, Version 1.3",0.01639344262295082,True,True,True,0.2,1.0,True,1.0,0.04642900009639561,"UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p2_c3 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p2_c2 | UOL_undergraduate_handbook.pdf_p31_c2 | UOL_undergraduate_handbook.pdf_p32_c8 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p8_c1","Student Attendance Policy — Revised July 2025, Version 1.3 | Student Attendance Policy — Revised July 2025, Version 1.3 | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | Student Attendance Policy — Revised July 2025, Version 1.3",2 | 2 | 31 | 32 | 8,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write a direct factual question answerable from the gold evidence.
V2Q017,What sanctions may follow a Category 2 student-conduct breach?,procedural,medium,Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct2.pdf_p3_c1,1,What sanctions may follow a Category 2 student-conduct breach?,False,UOL_student_conduct2.pdf_p2_c1,Student Conduct Breaches and Indicative Sanctions — Appendix B,0.016129032258064516,False,False,False,0.0,0.0,False,0.0,0.04052329994738102,UOL_student_conduct2.pdf_p2_c1 | UOL_student_conduct2.pdf_p2_c2 | UOL_student_conduct1.pdf_p4_c4 | UOL_student_conduct2.pdf_p3_c4 | UOL_student_conduct1.pdf_p15_c2,Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Procedures — Appendix A | Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Procedures — Appendix A,2 | 2 | 4 | 3 | 15,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q018,Where should a taught student submit a formal complaint about an academic matter if informal resolution is not suitable?,paraphrased,medium,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c2",1,Where should a taught student submit a formal complaint about an academic matter if informal resolution is not suitable?,False,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1",Student Complaints Policy and Procedure,0.01639344262295082,False,True,True,0.2,1.0,True,0.5,0.04272279981523752,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p14_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3 | UOL_student_conduct1.pdf_p3_c3",Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Conduct Procedures — Appendix A,12 | 12 | 14 | 16 | 3,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write the question using wording different from the source while preserving the same meaning.
V2Q019,A student needs both an available campus computer and specialist help finding and referencing academic sources. Which University services should they use?,reasoning,hard,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p16_c8,1,A student needs both an available campus computer and specialist help finding and referencing academic sources. Which University services should they use?,False,UOL_undergraduate_handbook.pdf_p16_c5,University of Liverpool Undergraduate Handbook,0.015512265512265512,False,False,False,0.0,0.0,False,0.0,0.04670019983313978,UOL_undergraduate_handbook.pdf_p16_c5 | UOL_postgraduate_handbook.pdf_p16_c5 | UOL_undergraduate_handbook.pdf_p19_c3 | UOL_postgraduate_handbook.pdf_p16_c7 | UOL_undergraduate_handbook.pdf_p16_c7,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook,16 | 16 | 19 | 16 | 16,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Require interpretation of the evidence rather than simple keyword copying.
V2Q020,"If accepted extenuating circumstances lead to a permitted reassessment, how many re-sits or re-takes are normally allowed for each affected assessment?",paraphrased,medium,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p15_c3,1,"If accepted extenuating circumstances lead to a permitted reassessment, how many re-sits or re-takes are normally allowed for each affected assessment?",False,UOL_extenuating_circumstances_policy.pdf_p15_c4,University of Liverpool Extenuating Circumstances Policy,0.01626123744050767,False,True,True,0.2,1.0,True,0.5,0.04547329992055893,UOL_extenuating_circumstances_policy.pdf_p15_c4 | UOL_extenuating_circumstances_policy.pdf_p15_c3 | UOL_extenuating_circumstances_policy.pdf_p14_c5 | UOL_extenuating_circumstances_policy.pdf_p3_c4 | UOL_extenuating_circumstances_policy.pdf_p15_c5,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,15 | 15 | 14 | 3 | 15,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write the question using wording different from the source while preserving the same meaning.
V2Q021,What can the University do to protect its Student sponsor licence if a Student Route student's circumstances make continued sponsorship inappropriate?,factual,easy,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p13_c6,1,What can the University do to protect its Student sponsor licence if a Student Route student's circumstances make continued sponsorship inappropriate?,False,UOL_UKVI_complience.pdf_p9_c2,Policy on UKVI Compliance — Student Route,0.016133229247983348,False,False,False,0.0,0.0,False,0.0,0.04698890005238354,UOL_UKVI_complience.pdf_p9_c2 | UOL_UKVI_complience.pdf_p14_c2 | UOL_UKVI_complience.pdf_p5_c4 | UOL_UKVI_complience.pdf_p13_c2 | UOL_UKVI_complience.pdf_p3_c1,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route,9 | 14 | 5 | 13 | 3,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write a direct factual question answerable from the gold evidence.
V2Q022,What protections and responsibilities apply to a student who makes a complaint in good faith?,paraphrased,medium,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p9_c2",1,What protections and responsibilities apply to a student who makes a complaint in good faith?,False,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p9_c2",Student Complaints Policy and Procedure,0.016133229247983348,True,True,True,0.2,1.0,True,1.0,0.04118310008198023,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p9_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p6_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p8_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p11_c2",Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure,9 | 6 | 8 | 12 | 11,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write the question using wording different from the source while preserving the same meaning.
