question_id,question,question_type,difficulty,gold_documents,gold_chunk_ids,gold_chunk_count,top_1_chunk_id,top_1_document,top_1_score,top_1_hit,hit_at_3,hit_at_5,precision_at_5,recall_at_5,full_evidence_coverage_at_5,mrr_at_5,retrieval_time_seconds,retrieved_chunk_ids,retrieved_documents,retrieved_pages,notes
V2Q015,"If a student stops attending without completing the formal withdrawal or suspension process, their registration and fee liability automatically stop. Is that correct?",adversarial_false_premise,hard,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p33_c5,1,UOL_postgraduate_handbook.pdf_p33_c5,University of Liverpool Postgraduate Handbook,38.69997149653881,True,True,True,0.2,1.0,True,1.0,0.009481400018557906,UOL_postgraduate_handbook.pdf_p33_c5 | UOL_undergraduate_handbook.pdf_p37_c5 | UOL_undergraduate_handbook.pdf_p37_c4 | UOL_postgraduate_handbook.pdf_p33_c4 | UOL_postgraduate_handbook.pdf_p37_c3,University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook,33 | 37 | 37 | 33 | 37,Create a plausible but false premise that the evidence allows the system to explicitly reject.
V2Q016,"Whose attendance requirements take priority if a professional body, sponsor or degree-apprenticeship provider sets stricter requirements than the University's minimum?",factual,easy,"Student Attendance Policy — Revised July 2025, Version 1.3","UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p2_c3",1,"UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p2_c3","Student Attendance Policy — Revised July 2025, Version 1.3",50.42765469794502,True,True,True,0.2,1.0,True,1.0,0.007757600164040923,"UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p2_c3 | UOL_undergraduate_handbook.pdf_p32_c7 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p6_c2 | UOL_undergraduate_handbook.pdf_p32_c8 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p12_c2","Student Attendance Policy — Revised July 2025, Version 1.3 | University of Liverpool Undergraduate Handbook | Student Attendance Policy — Revised July 2025, Version 1.3 | University of Liverpool Undergraduate Handbook | Student Attendance Policy — Revised July 2025, Version 1.3",2 | 32 | 6 | 32 | 12,Write a direct factual question answerable from the gold evidence.
V2Q017,What sanctions may follow a Category 2 student-conduct breach?,procedural,medium,Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct2.pdf_p3_c1,1,UOL_student_conduct1.pdf_p4_c4,Student Conduct Procedures — Appendix A,23.47990098255856,False,False,False,0.0,0.0,False,0.0,0.0045541999861598015,UOL_student_conduct1.pdf_p4_c4 | UOL_student_conduct2.pdf_p2_c1 | UOL_student_conduct2.pdf_p3_c4 | UOL_student_conduct1.pdf_p15_c2 | UOL_student_conduct2.pdf_p2_c2,Student Conduct Procedures — Appendix A | Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Procedures — Appendix A | Student Conduct Breaches and Indicative Sanctions — Appendix B,4 | 2 | 3 | 15 | 2,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q018,Where should a taught student submit a formal complaint about an academic matter if informal resolution is not suitable?,paraphrased,medium,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c2",1,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1",Student Complaints Policy and Procedure,32.881398074318874,False,True,True,0.2,1.0,True,0.3333333333333333,0.00677089998498559,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p14_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c2 | UOL_postgraduate_handbook.pdf_p36_c1 | UOL_undergraduate_handbook.pdf_p40_c1",Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook,12 | 14 | 12 | 36 | 40,Write the question using wording different from the source while preserving the same meaning.
V2Q019,A student needs both an available campus computer and specialist help finding and referencing academic sources. Which University services should they use?,reasoning,hard,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p16_c8,1,UOL_postgraduate_handbook.pdf_p16_c7,University of Liverpool Postgraduate Handbook,29.431521606511733,False,False,False,0.0,0.0,False,0.0,0.009597700089216232,UOL_postgraduate_handbook.pdf_p16_c7 | UOL_undergraduate_handbook.pdf_p16_c7 | UOL_undergraduate_handbook.pdf_p16_c5 | UOL_postgraduate_handbook.pdf_p16_c5 | UOL_undergraduate_handbook.pdf_p20_c6,University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook,16 | 16 | 16 | 16 | 20,Require interpretation of the evidence rather than simple keyword copying.
V2Q020,"If accepted extenuating circumstances lead to a permitted reassessment, how many re-sits or re-takes are normally allowed for each affected assessment?",paraphrased,medium,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p15_c3,1,UOL_extenuating_circumstances_policy.pdf_p15_c3,University of Liverpool Extenuating Circumstances Policy,39.53322327851861,True,True,True,0.2,1.0,True,1.0,0.007964599877595901,UOL_extenuating_circumstances_policy.pdf_p15_c3 | UOL_extenuating_circumstances_policy.pdf_p15_c4 | UOL_extenuating_circumstances_policy.pdf_p13_c2 | UOL_undergraduate_handbook.pdf_p27_c4 | UOL_undergraduate_handbook.pdf_p27_c7,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook,15 | 15 | 13 | 27 | 27,Write the question using wording different from the source while preserving the same meaning.
V2Q021,What can the University do to protect its Student sponsor licence if a Student Route student's circumstances make continued sponsorship inappropriate?,factual,easy,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p13_c6,1,UOL_UKVI_complience.pdf_p9_c2,Policy on UKVI Compliance — Student Route,41.66693454086504,False,True,True,0.2,1.0,True,0.3333333333333333,0.007642799988389015,UOL_UKVI_complience.pdf_p9_c2 | UOL_UKVI_complience.pdf_p5_c4 | UOL_UKVI_complience.pdf_p13_c6 | UOL_UKVI_complience.pdf_p13_c2 | UOL_student_guide_visa_holders.pdf_p3_c1,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Student Guide for UK Visa Holders 2026,9 | 5 | 13 | 13 | 3,Write a direct factual question answerable from the gold evidence.
V2Q022,What protections and responsibilities apply to a student who makes a complaint in good faith?,paraphrased,medium,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p9_c2",1,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p9_c2",Student Complaints Policy and Procedure,26.392983254677198,True,True,True,0.2,1.0,True,1.0,0.005796199897304177,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p9_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p6_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p7_c4 | UOL_postgraduate_handbook.pdf_p38_c5 | UOL_undergraduate_handbook.pdf_p42_c5",Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook,9 | 6 | 7 | 38 | 42,Write the question using wording different from the source while preserving the same meaning.
V2Q023,A complaint reviewer must always meet or correspond with the student throughout the review. Is that correct?,adversarial_false_premise,hard,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p17_c3",1,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p17_c3",Student Complaints Policy and Procedure,41.94015852551268,True,True,True,0.2,1.0,True,1.0,0.00631640013307333,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p17_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p17_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p8_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p7_c4",Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure,17 | 17 | 16 | 8 | 7,Create a plausible but false premise that the evidence allows the system to explicitly reject.
V2Q024,What happens to a Student Route visa holder who reaches Stage Three and then fails to meet the agreed re-engagement conditions?,factual,easy,"Student Attendance Policy — Revised July 2025, Version 1.3","UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p9_c5",1,UOL_UKVI_complience.pdf_p2_c5,Policy on UKVI Compliance — Student Route,32.51844373179572,False,False,True,0.2,1.0,True,0.2,0.008557500084862113,"UOL_UKVI_complience.pdf_p2_c5 | UOL_student_guide_visa_holders.pdf_p12_c3 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c4 | UOL_student_guide_visa_holders.pdf_p5_c8 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p9_c5","Policy on UKVI Compliance — Student Route | Student Guide for UK Visa Holders 2026 | Student Attendance Policy — Revised July 2025, Version 1.3 | Student Guide for UK Visa Holders 2026 | Student Attendance Policy — Revised July 2025, Version 1.3",2 | 12 | 7 | 5 | 9,Write a direct factual question answerable from the gold evidence.
V2Q025,What basic security precautions does the Undergraduate Handbook recommend for personal property and accommodation?,factual,easy,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p13_c5,1,UOL_postgraduate_handbook.pdf_p13_c1,University of Liverpool Postgraduate Handbook,23.166645223284224,False,False,False,0.0,0.0,False,0.0,0.005543600069358945,UOL_postgraduate_handbook.pdf_p13_c1 | UOL_undergraduate_handbook.pdf_p13_c1 | UOL_undergraduate_handbook.pdf_p13_c9 | UOL_undergraduate_handbook.pdf_p8_c10 | UOL_undergraduate_handbook.pdf_p20_c10,University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook,13 | 13 | 13 | 8 | 20,Write a direct factual question answerable from the gold evidence.
V2Q026,"According to the Postgraduate Handbook, how should students protect belongings and report a crime?",paraphrased,medium,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p13_c6,1,UOL_postgraduate_handbook.pdf_p13_c9,University of Liverpool Postgraduate Handbook,24.264697541944702,False,False,False,0.0,0.0,False,0.0,0.00550989992916584,UOL_postgraduate_handbook.pdf_p13_c9 | UOL_postgraduate_handbook.pdf_p13_c4 | UOL_undergraduate_handbook.pdf_p13_c4 | UOL_undergraduate_handbook.pdf_p13_c9 | UOL_extenuating_circumstances_policy.pdf_p9_c4,University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Extenuating Circumstances Policy,13 | 13 | 13 | 13 | 9,Write the question using wording different from the source while preserving the same meaning.
V2Q027,What is the purpose of the Stage Two attendance meeting?,paraphrased,medium,"Student Attendance Policy — Revised July 2025, Version 1.3","UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c2",1,"UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c1","Student Attendance Policy — Revised July 2025, Version 1.3",25.300881370746144,False,True,True,0.2,1.0,True,0.5,0.004800500115379691,"UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c1 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c2 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p9_c5 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p10_c2 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c3","Student Attendance Policy — Revised July 2025, Version 1.3 | Student Attendance Policy — Revised July 2025, Version 1.3 | Student Attendance Policy — Revised July 2025, Version 1.3 | Student Attendance Policy — Revised July 2025, Version 1.3 | Student Attendance Policy — Revised July 2025, Version 1.3",7 | 7 | 9 | 10 | 7,Write the question using wording different from the source while preserving the same meaning.
V2Q028,"If a student cannot receive meningitis immunisation before starting University, whom should they contact for advice?",procedural,medium,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p15_c7,1,UOL_undergraduate_handbook.pdf_p15_c7,University of Liverpool Undergraduate Handbook,34.75603226010408,True,True,True,0.2,1.0,True,1.0,0.0061078001745045185,UOL_undergraduate_handbook.pdf_p15_c7 | UOL_postgraduate_handbook.pdf_p15_c7 | UOL_postgraduate_handbook.pdf_p19_c1 | UOL_postgraduate_handbook.pdf_p15_c8 | UOL_undergraduate_handbook.pdf_p15_c8,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook,15 | 15 | 19 | 15 | 15,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q029,What approach does the University take before applying certain academic sanctions for outstanding programme-fee debt?,paraphrased,medium,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p7_c5",1,"UOL_payment_policy_2026,2027.pdf_p7_c4",University of Liverpool Payment Policy 2026-27,35.55202750620041,False,True,True,0.2,1.0,True,0.5,0.007844900013878942,"UOL_payment_policy_2026,2027.pdf_p7_c4 | UOL_payment_policy_2026,2027.pdf_p7_c5 | UOL_payment_policy_2026,2027.pdf_p3_c3 | UOL_payment_policy_2026,2027.pdf_p7_c3 | UOL_payment_policy_2026,2027.pdf_p7_c1",University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27,7 | 7 | 3 | 7 | 7,Write the question using wording different from the source while preserving the same meaning.
