question_id,question,question_type,difficulty,gold_documents,gold_chunk_ids,gold_chunk_count,latency_seconds,bm25_hit_at_5,bm25_recall_at_5,gold_in_pool,final_chunk_ids,hit_at_1,recall_at_1,full_evidence_at_1,precision_at_1,ndcg_at_1,hit_at_3,recall_at_3,full_evidence_at_3,precision_at_3,ndcg_at_3,hit_at_5,recall_at_5,full_evidence_at_5,precision_at_5,ndcg_at_5,hit_at_10,recall_at_10,full_evidence_at_10,precision_at_10,ndcg_at_10,mrr
V2Q017,What sanctions may follow a Category 2 student-conduct breach?,procedural,medium,Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct2.pdf_p3_c1,1,2.0960705999750644,0,0.0,1.0,UOL_student_conduct2.pdf_p3_c1 | UOL_student_conduct2.pdf_p3_c4 | UOL_postgraduate_handbook.pdf_p36_c6 | UOL_undergraduate_handbook.pdf_p40_c6 | UOL_student_conduct2.pdf_p2_c1 | UOL_student_conduct2.pdf_p2_c2 | UOL_student_conduct2.pdf_p5_c1 | UOL_student_conduct1.pdf_p15_c2 | UOL_student_conduct1.pdf_p4_c4 | UOL_student_conduct2.pdf_p3_c3,1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q018,Where should a taught student submit a formal complaint about an academic matter if informal resolution is not suitable?,paraphrased,medium,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c2",1,2.0248291000025347,1,1.0,1.0,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p14_c1 | UOL_postgraduate_handbook.pdf_p38_c2 | UOL_undergraduate_handbook.pdf_p42_c2 | UOL_undergraduate_handbook.pdf_p42_c5 | UOL_postgraduate_handbook.pdf_p38_c5 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p4_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3 | UOL_undergraduate_handbook.pdf_p42_c1",1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q019,A student needs both an available campus computer and specialist help finding and referencing academic sources. Which University services should they use?,reasoning,hard,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p16_c8,1,2.166667699930258,0,0.0,1.0,UOL_postgraduate_handbook.pdf_p16_c5 | UOL_undergraduate_handbook.pdf_p16_c5 | UOL_undergraduate_handbook.pdf_p19_c3 | UOL_postgraduate_handbook.pdf_p16_c7 | UOL_undergraduate_handbook.pdf_p16_c7 | UOL_undergraduate_handbook.pdf_p18_c8 | UOL_postgraduate_handbook.pdf_p16_c8 | UOL_undergraduate_handbook.pdf_p16_c8 | UOL_postgraduate_handbook.pdf_p31_c3 | UOL_undergraduate_handbook.pdf_p36_c1,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1.0,1,0.1,0.3333333333333333,0.14285714285714285
V2Q020,"If accepted extenuating circumstances lead to a permitted reassessment, how many re-sits or re-takes are normally allowed for each affected assessment?",paraphrased,medium,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p15_c3,1,2.3973164000781253,1,1.0,1.0,UOL_extenuating_circumstances_policy.pdf_p15_c3 | UOL_extenuating_circumstances_policy.pdf_p15_c4 | UOL_extenuating_circumstances_policy.pdf_p13_c2 | UOL_extenuating_circumstances_policy.pdf_p14_c5 | UOL_extenuating_circumstances_policy.pdf_p13_c4 | UOL_extenuating_circumstances_policy.pdf_p13_c3 | UOL_extenuating_circumstances_policy.pdf_p13_c6 | UOL_undergraduate_handbook.pdf_p27_c4 | UOL_undergraduate_handbook.pdf_p30_c7 | UOL_extenuating_circumstances_policy.pdf_p12_c5,1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q021,What can the University do to protect its Student sponsor licence if a Student Route student's circumstances make continued sponsorship inappropriate?,factual,easy,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p13_c6,1,2.393003199947998,1,1.0,1.0,UOL_UKVI_complience.pdf_p9_c2 | UOL_UKVI_complience.pdf_p13_c6 | UOL_UKVI_complience.pdf_p13_c2 | UOL_UKVI_complience.pdf_p5_c4 | UOL_UKVI_complience.pdf_p13_c5 | UOL_UKVI_complience.pdf_p10_c3 | UOL_UKVI_complience.pdf_p14_c2 | UOL_UKVI_complience.pdf_p9_c1 | UOL_UKVI_complience.pdf_p6_c4 | UOL_UKVI_complience.pdf_p3_c1,0,0.0,0,0.0,0.0,1,1.0,1,0.3333333333333333,0.6309297535714575,1,1.0,1,0.2,0.6309297535714575,1,1.0,1,0.1,0.6309297535714575,0.5
V2Q022,What protections and responsibilities apply to a student who makes a complaint in good faith?,paraphrased,medium,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p9_c2",1,2.0950197000056505,1,1.0,1.0,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p6_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p9_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p8_c1 | UOL_undergraduate_handbook.pdf_p42_c1 | UOL_postgraduate_handbook.pdf_p38_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p4_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p7_c4 | UOL_undergraduate_handbook.pdf_p42_c5 | UOL_postgraduate_handbook.pdf_p38_c5 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p11_c1",0,0.0,0,0.0,0.0,1,1.0,1,0.3333333333333333,0.6309297535714575,1,1.0,1,0.2,0.6309297535714575,1,1.0,1,0.1,0.6309297535714575,0.5
V2Q023,A complaint reviewer must always meet or correspond with the student throughout the review. Is that correct?,adversarial_false_premise,hard,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p17_c3",1,1.8212034000316635,1,1.0,1.0,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p17_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p17_c2 | UOL_postgraduate_handbook.pdf_p38_c1 | UOL_undergraduate_handbook.pdf_p42_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p15_c4 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c1 | UOL_undergraduate_handbook.pdf_p42_c3 | UOL_postgraduate_handbook.pdf_p38_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p17_c1",1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q024,What happens to a Student Route visa holder who reaches Stage Three and then fails to meet the agreed re-engagement conditions?,factual,easy,"Student Attendance Policy — Revised July 2025, Version 1.3","UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p9_c5",1,2.488809800008312,1,1.0,1.0,"UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p9_c5 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c4 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p9_c4 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c3 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p9_c2 | UOL_UKVI_complience.pdf_p5_c1 | UOL_UKVI_complience.pdf_p5_c2 | UOL_UKVI_complience.pdf_p10_c5 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c2 | UOL_UKVI_complience.pdf_p11_c2",1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q025,What basic security precautions does the Undergraduate Handbook recommend for personal property and accommodation?,factual,easy,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p13_c5,1,2.0120415000710636,0,0.0,1.0,"UOL_undergraduate_handbook.pdf_p13_c9 | UOL_undergraduate_handbook.pdf_p39_c10 | UOL_postgraduate_handbook.pdf_p13_c9 | UOL_postgraduate_handbook.pdf_p13_c1 | UOL_undergraduate_handbook.pdf_p13_c1 | UOL_undergraduate_handbook.pdf_p8_c10 | UOL_postgraduate_handbook.pdf_p35_c10 | UOL_postgraduate_handbook.pdf_p8_c10 | UOL_payment_policy_2026,2027.pdf_p1_c4 | UOL_undergraduate_handbook.pdf_p14_c10",0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.07692307692307693
V2Q026,"According to the Postgraduate Handbook, how should students protect belongings and report a crime?",paraphrased,medium,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p13_c6,1,2.1709771000314504,0,0.0,1.0,UOL_postgraduate_handbook.pdf_p13_c9 | UOL_postgraduate_handbook.pdf_p12_c6 | UOL_undergraduate_handbook.pdf_p13_c9 | UOL_postgraduate_handbook.pdf_p8_c10 | UOL_postgraduate_handbook.pdf_p14_c1 | UOL_undergraduate_handbook.pdf_p14_c1 | UOL_postgraduate_handbook.pdf_p15_c9 | UOL_postgraduate_handbook.pdf_p13_c4 | UOL_undergraduate_handbook.pdf_p13_c4 | UOL_postgraduate_handbook.pdf_p12_c5,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.07142857142857142
V2Q027,What is the purpose of the Stage Two attendance meeting?,paraphrased,medium,"Student Attendance Policy — Revised July 2025, Version 1.3","UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c2",1,2.11298119998537,1,1.0,1.0,"UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c2 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c1 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c3 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p6_c3 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c4 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p9_c5 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p8_c1 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p2_c1 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p9_c4 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p10_c2",1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q028,"If a student cannot receive meningitis immunisation before starting University, whom should they contact for advice?",procedural,medium,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p15_c7,1,2.3488682000897825,1,1.0,1.0,UOL_undergraduate_handbook.pdf_p15_c7 | UOL_postgraduate_handbook.pdf_p15_c7 | UOL_postgraduate_handbook.pdf_p15_c8 | UOL_undergraduate_handbook.pdf_p15_c8 | UOL_postgraduate_handbook.pdf_p19_c1 | UOL_undergraduate_handbook.pdf_p15_c6 | UOL_postgraduate_handbook.pdf_p15_c6 | UOL_undergraduate_handbook.pdf_p15_c9 | UOL_postgraduate_handbook.pdf_p15_c9 | UOL_undergraduate_handbook.pdf_p19_c5,1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
